infinitive,past,past_participle,third,present_participle,type1,type2,portuguese_translation,infinitive_sound,past_sound,past_participle_sound,third_sound,present_participle_sound,present_simple,present_prog,present_perf,present_perf_prog,past_simple,past_prog,past_perf,past_perf_prog,future_simple,future_prog,future_perf,future_perf_prog,conditional,conditional_prog,conditional_perf,conditional_perf_prog,country
make off,made off,made off,makes off,making off,irregular,phrasal,roubar,make off,made off,made off,makes off,making off,"I make off; you make off; he, she, it makes off; we make off; you make off; they make off","I am making off; you are making off; he, she, it is making off; we are making off; you are making off; they are making off","I have made off; you have made off; he, she, it has made off; we have made off; you have made off; they are made off","I have been making off; you have been making off; he, she, it has been making off; we have been making off; you have been making off; they have been making off","I made off; you made off; he, she, it made off; we made off; you made off; they made off","I was making off; you were making off; he, she, was making off; we were making off; you are making off; they were making off","I had made off; you had made off; he, she, it had made off; we had made off; you had made off; they had made off","I had been making off; you had been making off; he, she, had been making off; we had been making off; you had been making off; they had been making off","I will make off; you will make off; he, she, it will make off; we will make off; you will make off; they will make off","I will be making off; you will be making off; he, she, it will be making off; we will be making off; you will be making off; they will be making off","I will have made off; you will have made off; he, she, it will have made off; we will have made off; you will have made off; they will have made off","I will have been making off; you will have been making off; he, she, it will have been making off; we will have been making off; you will have been making off; they will have been making off","I would make off; you would make off; he, she, it would make off; we would make off; you would make off; they would make off","I would be making off; you would be making off; he, she, it would be making off; we would be making off; you would be making off; they would be making off","I would have made off; you would have made off; he, she, it would have made off; we would have made off; you would have made off; they would have made off","I would have been making off; you would have been making off; he, she, it would have been making off; we would have been making off; you would have been making off; they would have been making off",
make out,made out,made out,makes out,making out,irregular,phrasal,"entender, decifrar, concluir, ficar com alguém, comprovar",make out,made out,made out,makes out,making out,"I make out; you make out; he, she, it makes out; we make out; you make out; they make out","I am making out; you are making out; he, she, it is making out; we are making out; you are making out; they are making out","I have made out; you have made out; he, she, it has made out; we have made out; you have made out; they are made out","I have been making out; you have been making out; he, she, it has been making out; we have been making out; you have been making out; they have been making out","I made out; you made out; he, she, it made out; we made out; you made out; they made out","I was making out; you were making out; he, she, was making out; we were making out; you are making out; they were making out","I had made out; you had made out; he, she, it had made out; we had made out; you had made out; they had made out","I had been making out; you had been making out; he, she, had been making out; we had been making out; you had been making out; they had been making out","I will make out; you will make out; he, she, it will make out; we will make out; you will make out; they will make out","I will be making out; you will be making out; he, she, it will be making out; we will be making out; you will be making out; they will be making out","I will have made out; you will have made out; he, she, it will have made out; we will have made out; you will have made out; they will have made out","I will have been making out; you will have been making out; he, she, it will have been making out; we will have been making out; you will have been making out; they will have been making out","I would make out; you would make out; he, she, it would make out; we would make out; you would make out; they would make out","I would be making out; you would be making out; he, she, it would be making out; we would be making out; you would be making out; they would be making out","I would have made out; you would have made out; he, she, it would have made out; we would have made out; you would have made out; they would have made out","I would have been making out; you would have been making out; he, she, it would have been making out; we would have been making out; you would have been making out; they would have been making out",
make up,made up,made up,makes up,making up,irregular,phrasal,"fazer as pazes, compor, inventar, formar, constituir, reconciliar-se",make up,made up,made up,makes up,making up,"I make up; you make up; he, she, it makes up; we make up; you make up; they make up","I am making up; you are making up; he, she, it is making up; we are making up; you are making up; they are making up","I have made up; you have made up; he, she, it has made up; we have made up; you have made up; they are made up","I have been making up; you have been making up; he, she, it has been making up; we have been making up; you have been making up; they have been making up","I made up; you made up; he, she, it made up; we made up; you made up; they made up","I was making up; you were making up; he, she, was making up; we were making up; you are making up; they were making up","I had made up; you had made up; he, she, it had made up; we had made up; you had made up; they had made up","I had been making up; you had been making up; he, she, had been making up; we had been making up; you had been making up; they had been making up","I will make up; you will make up; he, she, it will make up; we will make up; you will make up; they will make up","I will be making up; you will be making up; he, she, it will be making up; we will be making up; you will be making up; they will be making up","I will have made up; you will have made up; he, she, it will have made up; we will have made up; you will have made up; they will have made up","I will have been making up; you will have been making up; he, she, it will have been making up; we will have been making up; you will have been making up; they will have been making up","I would make up; you would make up; he, she, it would make up; we would make up; you would make up; they would make up","I would be making up; you would be making up; he, she, it would be making up; we would be making up; you would be making up; they would be making up","I would have made up; you would have made up; he, she, it would have made up; we would have made up; you would have made up; they would have made up","I would have been making up; you would have been making up; he, she, it would have been making up; we would have been making up; you would have been making up; they would have been making up",
make up for,made up for,made up for,makes up for,making up for,irregular,phrasal,"compensar, indenizar",make up for,made up for,made up for,makes up for,making up for,"I make up for; you make up for; he, she, it makes up for; we make up for; you make up for; they make up for","I am making up for; you are making up for; he, she, it is making up for; we are making up for; you are making up for; they are making up for","I have made up for; you have made up for; he, she, it has made up for; we have made up for; you have made up for; they are made up for","I have been making up for; you have been making up for; he, she, it has been making up for; we have been making up for; you have been making up for; they have been making up for","I made up for; you made up for; he, she, it made up for; we made up for; you made up for; they made up for","I was making up for; you were making up for; he, she, was making up for; we were making up for; you are making up for; they were making up for","I had made up for; you had made up for; he, she, it had made up for; we had made up for; you had made up for; they had made up for","I had been making up for; you had been making up for; he, she, had been making up for; we had been making up for; you had been making up for; they had been making up for","I will make up for; you will make up for; he, she, it will make up for; we will make up for; you will make up for; they will make up for","I will be making up for; you will be making up for; he, she, it will be making up for; we will be making up for; you will be making up for; they will be making up for","I will have made up for; you will have made up for; he, she, it will have made up for; we will have made up for; you will have made up for; they will have made up for","I will have been making up for; you will have been making up for; he, she, it will have been making up for; we will have been making up for; you will have been making up for; they will have been making up for","I would make up for; you would make up for; he, she, it would make up for; we would make up for; you would make up for; they would make up for","I would be making up for; you would be making up for; he, she, it would be making up for; we would be making up for; you would be making up for; they would be making up for","I would have made up for; you would have made up for; he, she, it would have made up for; we would have made up for; you would have made up for; they would have made up for","I would have been making up for; you would have been making up for; he, she, it would have been making up for; we would have been making up for; you would have been making up for; they would have been making up for",
man,manned,manned,mans,manning,irregular,phrasal,"operar, tripular",man,manned,manned,mans,manning,"I man; you man; he, she, it mans; we man; you man; they man","I am manning; you are manning; he, she, it is manning; we are manning; you are manning; they are manning","I have manned; you have manned; he, she, it has manned; we have manned; you have manned; they are manned","I have been manning; you have been manning; he, she, it has been manning; we have been manning; you have been manning; they have been manning","I manned; you manned; he, she, it manned; we manned; you manned; they manned","I was manning; you were manning; he, she, was manning; we were manning; you are manning; they were manning","I had manned; you had manned; he, she, it had manned; we had manned; you had manned; they had manned","I had been manning; you had been manning; he, she, had been manning; we had been manning; you had been manning; they had been manning","I will man; you will man; he, she, it will man; we will man; you will man; they will man","I will be manning; you will be manning; he, she, it will be manning; we will be manning; you will be manning; they will be manning","I will have manned; you will have manned; he, she, it will have manned; we will have manned; you will have manned; they will have manned","I will have been manning; you will have been manning; he, she, it will have been manning; we will have been manning; you will have been manning; they will have been manning","I would man; you would man; he, she, it would man; we would man; you would man; they would man","I would be manning; you would be manning; he, she, it would be manning; we would be manning; you would be manning; they would be manning","I would have manned; you would have manned; he, she, it would have manned; we would have manned; you would have manned; they would have manned","I would have been manning; you would have been manning; he, she, it would have been manning; we would have been manning; you would have been manning; they would have been manning",
manage,managed,managed,manages,managing,regular,normal,"gerenciar, conseguir",manage,managed,managed,manages,managing,"I manage; you manage; he, she, it manages; we manage; you manage; they manage","I am managing; you are managing; he, she, it is managing; we are managing; you are managing; they are managing","I have managed; you have managed; he, she, it has managed; we have managed; you have managed; they are managed","I have been managing; you have been managing; he, she, it has been managing; we have been managing; you have been managing; they have been managing","I managed; you managed; he, she, it managed; we managed; you managed; they managed","I was managing; you were managing; he, she, was managing; we were managing; you are managing; they were managing","I had managed; you had managed; he, she, it had managed; we had managed; you had managed; they had managed","I had been managing; you had been managing; he, she, had been managing; we had been managing; you had been managing; they had been managing","I will manage; you will manage; he, she, it will manage; we will manage; you will manage; they will manage","I will be managing; you will be managing; he, she, it will be managing; we will be managing; you will be managing; they will be managing","I will have managed; you will have managed; he, she, it will have managed; we will have managed; you will have managed; they will have managed","I will have been managing; you will have been managing; he, she, it will have been managing; we will have been managing; you will have been managing; they will have been managing","I would manage; you would manage; he, she, it would manage; we would manage; you would manage; they would manage","I would be managing; you would be managing; he, she, it would be managing; we would be managing; you would be managing; they would be managing","I would have managed; you would have managed; he, she, it would have managed; we would have managed; you would have managed; they would have managed","I would have been managing; you would have been managing; he, she, it would have been managing; we would have been managing; you would have been managing; they would have been managing",
march,marched,marched,marches,marching,regular,normal,marchar,march,marched,marched,marches,marching,"I march; you march; he, she, it marches; we march; you march; they march","I am marching; you are marching; he, she, it is marching; we are marching; you are marching; they are marching","I have marched; you have marched; he, she, it has marched; we have marched; you have marched; they are marched","I have been marching; you have been marching; he, she, it has been marching; we have been marching; you have been marching; they have been marching","I marched; you marched; he, she, it marched; we marched; you marched; they marched","I was marching; you were marching; he, she, was marching; we were marching; you are marching; they were marching","I had marched; you had marched; he, she, it had marched; we had marched; you had marched; they had marched","I had been marching; you had been marching; he, she, had been marching; we had been marching; you had been marching; they had been marching","I will march; you will march; he, she, it will march; we will march; you will march; they will march","I will be marching; you will be marching; he, she, it will be marching; we will be marching; you will be marching; they will be marching","I will have marched; you will have marched; he, she, it will have marched; we will have marched; you will have marched; they will have marched","I will have been marching; you will have been marching; he, she, it will have been marching; we will have been marching; you will have been marching; they will have been marching","I would march; you would march; he, she, it would march; we would march; you would march; they would march","I would be marching; you would be marching; he, she, it would be marching; we would be marching; you would be marching; they would be marching","I would have marched; you would have marched; he, she, it would have marched; we would have marched; you would have marched; they would have marched","I would have been marching; you would have been marching; he, she, it would have been marching; we would have been marching; you would have been marching; they would have been marching",
mark,marked,marked,marks,marking,regular,normal,"marcar, indicar",mark,marked,marked,marks,marking,"I mark; you mark; he, she, it marks; we mark; you mark; they mark","I am marking; you are marking; he, she, it is marking; we are marking; you are marking; they are marking","I have marked; you have marked; he, she, it has marked; we have marked; you have marked; they are marked","I have been marking; you have been marking; he, she, it has been marking; we have been marking; you have been marking; they have been marking","I marked; you marked; he, she, it marked; we marked; you marked; they marked","I was marking; you were marking; he, she, was marking; we were marking; you are marking; they were marking","I had marked; you had marked; he, she, it had marked; we had marked; you had marked; they had marked","I had been marking; you had been marking; he, she, had been marking; we had been marking; you had been marking; they had been marking","I will mark; you will mark; he, she, it will mark; we will mark; you will mark; they will mark","I will be marking; you will be marking; he, she, it will be marking; we will be marking; you will be marking; they will be marking","I will have marked; you will have marked; he, she, it will have marked; we will have marked; you will have marked; they will have marked","I will have been marking; you will have been marking; he, she, it will have been marking; we will have been marking; you will have been marking; they will have been marking","I would mark; you would mark; he, she, it would mark; we would mark; you would mark; they would mark","I would be marking; you would be marking; he, she, it would be marking; we would be marking; you would be marking; they would be marking","I would have marked; you would have marked; he, she, it would have marked; we would have marked; you would have marked; they would have marked","I would have been marking; you would have been marking; he, she, it would have been marking; we would have been marking; you would have been marking; they would have been marking",
marry,married,married,marries,marrying,regular,normal,casar-se,marry,married,married,marries,marrying,"I marry; you marry; he, she, it marries; we marry; you marry; they marry","I am marrying; you are marrying; he, she, it is marrying; we are marrying; you are marrying; they are marrying","I have married; you have married; he, she, it has married; we have married; you have married; they are married","I have been marrying; you have been marrying; he, she, it has been marrying; we have been marrying; you have been marrying; they have been marrying","I married; you married; he, she, it married; we married; you married; they married","I was marrying; you were marrying; he, she, was marrying; we were marrying; you are marrying; they were marrying","I had married; you had married; he, she, it had married; we had married; you had married; they had married","I had been marrying; you had been marrying; he, she, had been marrying; we had been marrying; you had been marrying; they had been marrying","I will marry; you will marry; he, she, it will marry; we will marry; you will marry; they will marry","I will be marrying; you will be marrying; he, she, it will be marrying; we will be marrying; you will be marrying; they will be marrying","I will have married; you will have married; he, she, it will have married; we will have married; you will have married; they will have married","I will have been marrying; you will have been marrying; he, she, it will have been marrying; we will have been marrying; you will have been marrying; they will have been marrying","I would marry; you would marry; he, she, it would marry; we would marry; you would marry; they would marry","I would be marrying; you would be marrying; he, she, it would be marrying; we would be marrying; you would be marrying; they would be marrying","I would have married; you would have married; he, she, it would have married; we would have married; you would have married; they would have married","I would have been marrying; you would have been marrying; he, she, it would have been marrying; we would have been marrying; you would have been marrying; they would have been marrying",
match,matched,matched,matches,matching,regular,normal,combinar,match,matched,matched,matches,matching,"I match; you match; he, she, it matches; we match; you match; they match","I am matching; you are matching; he, she, it is matching; we are matching; you are matching; they are matching","I have matched; you have matched; he, she, it has matched; we have matched; you have matched; they are matched","I have been matching; you have been matching; he, she, it has been matching; we have been matching; you have been matching; they have been matching","I matched; you matched; he, she, it matched; we matched; you matched; they matched","I was matching; you were matching; he, she, was matching; we were matching; you are matching; they were matching","I had matched; you had matched; he, she, it had matched; we had matched; you had matched; they had matched","I had been matching; you had been matching; he, she, had been matching; we had been matching; you had been matching; they had been matching","I will match; you will match; he, she, it will match; we will match; you will match; they will match","I will be matching; you will be matching; he, she, it will be matching; we will be matching; you will be matching; they will be matching","I will have matched; you will have matched; he, she, it will have matched; we will have matched; you will have matched; they will have matched","I will have been matching; you will have been matching; he, she, it will have been matching; we will have been matching; you will have been matching; they will have been matching","I would match; you would match; he, she, it would match; we would match; you would match; they would match","I would be matching; you would be matching; he, she, it would be matching; we would be matching; you would be matching; they would be matching","I would have matched; you would have matched; he, she, it would have matched; we would have matched; you would have matched; they would have matched","I would have been matching; you would have been matching; he, she, it would have been matching; we would have been matching; you would have been matching; they would have been matching",
mate,mated,mated,mates,mating,regular,normal,"acasalar-se, cruzar",mate,mated,mated,mates,mating,"I mate; you mate; he, she, it mates; we mate; you mate; they mate","I am mating; you are mating; he, she, it is mating; we are mating; you are mating; they are mating","I have mated; you have mated; he, she, it has mated; we have mated; you have mated; they are mated","I have been mating; you have been mating; he, she, it has been mating; we have been mating; you have been mating; they have been mating","I mated; you mated; he, she, it mated; we mated; you mated; they mated","I was mating; you were mating; he, she, was mating; we were mating; you are mating; they were mating","I had mated; you had mated; he, she, it had mated; we had mated; you had mated; they had mated","I had been mating; you had been mating; he, she, had been mating; we had been mating; you had been mating; they had been mating","I will mate; you will mate; he, she, it will mate; we will mate; you will mate; they will mate","I will be mating; you will be mating; he, she, it will be mating; we will be mating; you will be mating; they will be mating","I will have mated; you will have mated; he, she, it will have mated; we will have mated; you will have mated; they will have mated","I will have been mating; you will have been mating; he, she, it will have been mating; we will have been mating; you will have been mating; they will have been mating","I would mate; you would mate; he, she, it would mate; we would mate; you would mate; they would mate","I would be mating; you would be mating; he, she, it would be mating; we would be mating; you would be mating; they would be mating","I would have mated; you would have mated; he, she, it would have mated; we would have mated; you would have mated; they would have mated","I would have been mating; you would have been mating; he, she, it would have been mating; we would have been mating; you would have been mating; they would have been mating",
matter,mattered,mattered,matters,mattering,regular,normal,"importar, interessar",matter,mattered,mattered,matters,mattering,"I matter; you matter; he, she, it matters; we matter; you matter; they matter","I am mattering; you are mattering; he, she, it is mattering; we are mattering; you are mattering; they are mattering","I have mattered; you have mattered; he, she, it has mattered; we have mattered; you have mattered; they are mattered","I have been mattering; you have been mattering; he, she, it has been mattering; we have been mattering; you have been mattering; they have been mattering","I mattered; you mattered; he, she, it mattered; we mattered; you mattered; they mattered","I was mattering; you were mattering; he, she, was mattering; we were mattering; you are mattering; they were mattering","I had mattered; you had mattered; he, she, it had mattered; we had mattered; you had mattered; they had mattered","I had been mattering; you had been mattering; he, she, had been mattering; we had been mattering; you had been mattering; they had been mattering","I will matter; you will matter; he, she, it will matter; we will matter; you will matter; they will matter","I will be mattering; you will be mattering; he, she, it will be mattering; we will be mattering; you will be mattering; they will be mattering","I will have mattered; you will have mattered; he, she, it will have mattered; we will have mattered; you will have mattered; they will have mattered","I will have been mattering; you will have been mattering; he, she, it will have been mattering; we will have been mattering; you will have been mattering; they will have been mattering","I would matter; you would matter; he, she, it would matter; we would matter; you would matter; they would matter","I would be mattering; you would be mattering; he, she, it would be mattering; we would be mattering; you would be mattering; they would be mattering","I would have mattered; you would have mattered; he, she, it would have mattered; we would have mattered; you would have mattered; they would have mattered","I would have been mattering; you would have been mattering; he, she, it would have been mattering; we would have been mattering; you would have been mattering; they would have been mattering",
mean,meant,meant,means,meaning,irregular,normal,"significar, querer dizer",mean,meant,meant,means,meaning,"I mean; you mean; he, she, it means; we mean; you mean; they mean","I am meaning; you are meaning; he, she, it is meaning; we are meaning; you are meaning; they are meaning","I have meant; you have meant; he, she, it has meant; we have meant; you have meant; they are meant","I have been meaning; you have been meaning; he, she, it has been meaning; we have been meaning; you have been meaning; they have been meaning","I meant; you meant; he, she, it meant; we meant; you meant; they meant","I was meaning; you were meaning; he, she, was meaning; we were meaning; you are meaning; they were meaning","I had meant; you had meant; he, she, it had meant; we had meant; you had meant; they had meant","I had been meaning; you had been meaning; he, she, had been meaning; we had been meaning; you had been meaning; they had been meaning","I will mean; you will mean; he, she, it will mean; we will mean; you will mean; they will mean","I will be meaning; you will be meaning; he, she, it will be meaning; we will be meaning; you will be meaning; they will be meaning","I will have meant; you will have meant; he, she, it will have meant; we will have meant; you will have meant; they will have meant","I will have been meaning; you will have been meaning; he, she, it will have been meaning; we will have been meaning; you will have been meaning; they will have been meaning","I would mean; you would mean; he, she, it would mean; we would mean; you would mean; they would mean","I would be meaning; you would be meaning; he, she, it would be meaning; we would be meaning; you would be meaning; they would be meaning","I would have meant; you would have meant; he, she, it would have meant; we would have meant; you would have meant; they would have meant","I would have been meaning; you would have been meaning; he, she, it would have been meaning; we would have been meaning; you would have been meaning; they would have been meaning",
measure,measured,measured,measures,measuring,regular,normal,medir,measure,measured,measured,measures,measuring,"I measure; you measure; he, she, it measures; we measure; you measure; they measure","I am measuring; you are measuring; he, she, it is measuring; we are measuring; you are measuring; they are measuring","I have measured; you have measured; he, she, it has measured; we have measured; you have measured; they are measured","I have been measuring; you have been measuring; he, she, it has been measuring; we have been measuring; you have been measuring; they have been measuring","I measured; you measured; he, she, it measured; we measured; you measured; they measured","I was measuring; you were measuring; he, she, was measuring; we were measuring; you are measuring; they were measuring","I had measured; you had measured; he, she, it had measured; we had measured; you had measured; they had measured","I had been measuring; you had been measuring; he, she, had been measuring; we had been measuring; you had been measuring; they had been measuring","I will measure; you will measure; he, she, it will measure; we will measure; you will measure; they will measure","I will be measuring; you will be measuring; he, she, it will be measuring; we will be measuring; you will be measuring; they will be measuring","I will have measured; you will have measured; he, she, it will have measured; we will have measured; you will have measured; they will have measured","I will have been measuring; you will have been measuring; he, she, it will have been measuring; we will have been measuring; you will have been measuring; they will have been measuring","I would measure; you would measure; he, she, it would measure; we would measure; you would measure; they would measure","I would be measuring; you would be measuring; he, she, it would be measuring; we would be measuring; you would be measuring; they would be measuring","I would have measured; you would have measured; he, she, it would have measured; we would have measured; you would have measured; they would have measured","I would have been measuring; you would have been measuring; he, she, it would have been measuring; we would have been measuring; you would have been measuring; they would have been measuring",
meddle,meddled,meddled,meddles,meddling,regular,normal,intrometer-se,meddle,meddled,meddled,meddles,meddling,"I meddle; you meddle; he, she, it meddles; we meddle; you meddle; they meddle","I am meddling; you are meddling; he, she, it is meddling; we are meddling; you are meddling; they are meddling","I have meddled; you have meddled; he, she, it has meddled; we have meddled; you have meddled; they are meddled","I have been meddling; you have been meddling; he, she, it has been meddling; we have been meddling; you have been meddling; they have been meddling","I meddled; you meddled; he, she, it meddled; we meddled; you meddled; they meddled","I was meddling; you were meddling; he, she, was meddling; we were meddling; you are meddling; they were meddling","I had meddled; you had meddled; he, she, it had meddled; we had meddled; you had meddled; they had meddled","I had been meddling; you had been meddling; he, she, had been meddling; we had been meddling; you had been meddling; they had been meddling","I will meddle; you will meddle; he, she, it will meddle; we will meddle; you will meddle; they will meddle","I will be meddling; you will be meddling; he, she, it will be meddling; we will be meddling; you will be meddling; they will be meddling","I will have meddled; you will have meddled; he, she, it will have meddled; we will have meddled; you will have meddled; they will have meddled","I will have been meddling; you will have been meddling; he, she, it will have been meddling; we will have been meddling; you will have been meddling; they will have been meddling","I would meddle; you would meddle; he, she, it would meddle; we would meddle; you would meddle; they would meddle","I would be meddling; you would be meddling; he, she, it would be meddling; we would be meddling; you would be meddling; they would be meddling","I would have meddled; you would have meddled; he, she, it would have meddled; we would have meddled; you would have meddled; they would have meddled","I would have been meddling; you would have been meddling; he, she, it would have been meddling; we would have been meddling; you would have been meddling; they would have been meddling",
meet,met,met,meets,meeting,irregular,normal,"encontrar, conhecer",meet,met,met,meets,meeting,"I meet; you meet; he, she, it meets; we meet; you meet; they meet","I am meeting; you are meeting; he, she, it is meeting; we are meeting; you are meeting; they are meeting","I have met; you have met; he, she, it has met; we have met; you have met; they are met","I have been meeting; you have been meeting; he, she, it has been meeting; we have been meeting; you have been meeting; they have been meeting","I met; you met; he, she, it met; we met; you met; they met","I was meeting; you were meeting; he, she, was meeting; we were meeting; you are meeting; they were meeting","I had met; you had met; he, she, it had met; we had met; you had met; they had met","I had been meeting; you had been meeting; he, she, had been meeting; we had been meeting; you had been meeting; they had been meeting","I will meet; you will meet; he, she, it will meet; we will meet; you will meet; they will meet","I will be meeting; you will be meeting; he, she, it will be meeting; we will be meeting; you will be meeting; they will be meeting","I will have met; you will have met; he, she, it will have met; we will have met; you will have met; they will have met","I will have been meeting; you will have been meeting; he, she, it will have been meeting; we will have been meeting; you will have been meeting; they will have been meeting","I would meet; you would meet; he, she, it would meet; we would meet; you would meet; they would meet","I would be meeting; you would be meeting; he, she, it would be meeting; we would be meeting; you would be meeting; they would be meeting","I would have met; you would have met; he, she, it would have met; we would have met; you would have met; they would have met","I would have been meeting; you would have been meeting; he, she, it would have been meeting; we would have been meeting; you would have been meeting; they would have been meeting",
melt,melted,melted,melts,melting,regular,normal,"derreter, amolecer",melt,melted,melted,melts,melting,"I melt; you melt; he, she, it melts; we melt; you melt; they melt","I am melting; you are melting; he, she, it is melting; we are melting; you are melting; they are melting","I have melted; you have melted; he, she, it has melted; we have melted; you have melted; they are melted","I have been melting; you have been melting; he, she, it has been melting; we have been melting; you have been melting; they have been melting","I melted; you melted; he, she, it melted; we melted; you melted; they melted","I was melting; you were melting; he, she, was melting; we were melting; you are melting; they were melting","I had melted; you had melted; he, she, it had melted; we had melted; you had melted; they had melted","I had been melting; you had been melting; he, she, had been melting; we had been melting; you had been melting; they had been melting","I will melt; you will melt; he, she, it will melt; we will melt; you will melt; they will melt","I will be melting; you will be melting; he, she, it will be melting; we will be melting; you will be melting; they will be melting","I will have melted; you will have melted; he, she, it will have melted; we will have melted; you will have melted; they will have melted","I will have been melting; you will have been melting; he, she, it will have been melting; we will have been melting; you will have been melting; they will have been melting","I would melt; you would melt; he, she, it would melt; we would melt; you would melt; they would melt","I would be melting; you would be melting; he, she, it would be melting; we would be melting; you would be melting; they would be melting","I would have melted; you would have melted; he, she, it would have melted; we would have melted; you would have melted; they would have melted","I would have been melting; you would have been melting; he, she, it would have been melting; we would have been melting; you would have been melting; they would have been melting",
melt,melted,"molten, melted",melts,melting,irregular,normal,derreter,melt,melted,"molten, melted",melts,melting,"I melt; you melt; he, she, it melts; we melt; you melt; they melt","I am melting; you are melting; he, she, it is melting; we are melting; you are melting; they are melting","I have molten, melted; you have molten, melted; he, she, it has molten, melted; we have molten, melted; you have molten, melted; they are molten, melted","I have been melting; you have been melting; he, she, it has been melting; we have been melting; you have been melting; they have been melting","I melted; you melted; he, she, it melted; we melted; you melted; they melted","I was melting; you were melting; he, she, was melting; we were melting; you are melting; they were melting","I had molten, melted; you had molten, melted; he, she, it had molten, melted; we had molten, melted; you had molten, melted; they had molten, melted","I had been melting; you had been melting; he, she, had been melting; we had been melting; you had been melting; they had been melting","I will melt; you will melt; he, she, it will melt; we will melt; you will melt; they will melt","I will be melting; you will be melting; he, she, it will be melting; we will be melting; you will be melting; they will be melting","I will have molten, melted; you will have molten, melted; he, she, it will have molten, melted; we will have molten, melted; you will have molten, melted; they will have molten, melted","I will have been melting; you will have been melting; he, she, it will have been melting; we will have been melting; you will have been melting; they will have been melting","I would melt; you would melt; he, she, it would melt; we would melt; you would melt; they would melt","I would be melting; you would be melting; he, she, it would be melting; we would be melting; you would be melting; they would be melting","I would have molten, melted; you would have molten, melted; he, she, it would have molten, melted; we would have molten, melted; you would have molten, melted; they would have molten, melted","I would have been melting; you would have been melting; he, she, it would have been melting; we would have been melting; you would have been melting; they would have been melting",
memorise,memorised,memorised,memorises,memorising,regular,normal,"memorizar, decorar",memorise,memorised,memorised,memorises,memorising,"I memorise; you memorise; he, she, it memorises; we memorise; you memorise; they memorise","I am memorising; you are memorising; he, she, it is memorising; we are memorising; you are memorising; they are memorising","I have memorised; you have memorised; he, she, it has memorised; we have memorised; you have memorised; they are memorised","I have been memorising; you have been memorising; he, she, it has been memorising; we have been memorising; you have been memorising; they have been memorising","I memorised; you memorised; he, she, it memorised; we memorised; you memorised; they memorised","I was memorising; you were memorising; he, she, was memorising; we were memorising; you are memorising; they were memorising","I had memorised; you had memorised; he, she, it had memorised; we had memorised; you had memorised; they had memorised","I had been memorising; you had been memorising; he, she, had been memorising; we had been memorising; you had been memorising; they had been memorising","I will memorise; you will memorise; he, she, it will memorise; we will memorise; you will memorise; they will memorise","I will be memorising; you will be memorising; he, she, it will be memorising; we will be memorising; you will be memorising; they will be memorising","I will have memorised; you will have memorised; he, she, it will have memorised; we will have memorised; you will have memorised; they will have memorised","I will have been memorising; you will have been memorising; he, she, it will have been memorising; we will have been memorising; you will have been memorising; they will have been memorising","I would memorise; you would memorise; he, she, it would memorise; we would memorise; you would memorise; they would memorise","I would be memorising; you would be memorising; he, she, it would be memorising; we would be memorising; you would be memorising; they would be memorising","I would have memorised; you would have memorised; he, she, it would have memorised; we would have memorised; you would have memorised; they would have memorised","I would have been memorising; you would have been memorising; he, she, it would have been memorising; we would have been memorising; you would have been memorising; they would have been memorising",
memorize,memorized,memorized,memorizes,memorizing,regular,normal,"memorizar, decorar",memorize,memorized,memorized,memorizes,memorizing,"I memorize; you memorize; he, she, it memorizes; we memorize; you memorize; they memorize","I am memorizing; you are memorizing; he, she, it is memorizing; we are memorizing; you are memorizing; they are memorizing","I have memorized; you have memorized; he, she, it has memorized; we have memorized; you have memorized; they are memorized","I have been memorizing; you have been memorizing; he, she, it has been memorizing; we have been memorizing; you have been memorizing; they have been memorizing","I memorized; you memorized; he, she, it memorized; we memorized; you memorized; they memorized","I was memorizing; you were memorizing; he, she, was memorizing; we were memorizing; you are memorizing; they were memorizing","I had memorized; you had memorized; he, she, it had memorized; we had memorized; you had memorized; they had memorized","I had been memorizing; you had been memorizing; he, she, had been memorizing; we had been memorizing; you had been memorizing; they had been memorizing","I will memorize; you will memorize; he, she, it will memorize; we will memorize; you will memorize; they will memorize","I will be memorizing; you will be memorizing; he, she, it will be memorizing; we will be memorizing; you will be memorizing; they will be memorizing","I will have memorized; you will have memorized; he, she, it will have memorized; we will have memorized; you will have memorized; they will have memorized","I will have been memorizing; you will have been memorizing; he, she, it will have been memorizing; we will have been memorizing; you will have been memorizing; they will have been memorizing","I would memorize; you would memorize; he, she, it would memorize; we would memorize; you would memorize; they would memorize","I would be memorizing; you would be memorizing; he, she, it would be memorizing; we would be memorizing; you would be memorizing; they would be memorizing","I would have memorized; you would have memorized; he, she, it would have memorized; we would have memorized; you would have memorized; they would have memorized","I would have been memorizing; you would have been memorizing; he, she, it would have been memorizing; we would have been memorizing; you would have been memorizing; they would have been memorizing",
